player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins,kdr,impact_score,survival_rate,assist_contribution,opening_duel_win_rate,consistency_score,performance_index,performance_encoded,performance_category
Swiony,paiN,France,283,7358,4274.0,4730,1077,46.5,0.58,0.64,0.15,69.9,1.02,14,18,9,0.9036,0.3669,0.3572,0.2055,0.4375,0.9227,0.3772,1,Medium
skrixzy,FaZe,Australia,345,8625,6404.0,5584,1443,51.1,0.74,0.65,0.17,74.5,0.95,25,32,15,1.1468,0.4306,0.3526,0.1868,0.4386,0.8123,0.4524,2,High
Flong7,TYLOO,Ukraine,130,3510,2329.0,2129,555,52.2,0.66,0.61,0.16,70.6,0.92,11,14,8,1.0939,0.4086,0.3934,0.1951,0.44,0.7081,0.4167,1,Medium
dradezy,Astralis,Canada,331,7282,6313.0,4651,712,48.8,0.87,0.64,0.1,84.9,1.1,28,33,17,1.3573,0.4957,0.3613,0.1031,0.459,0.6417,0.6061,2,High
Prent1,Vitality,Argentina,126,3276,1960.0,2031,670,61.2,0.6,0.62,0.2,66.5,1.06,10,11,3,0.965,0.3744,0.38,0.25,0.4762,0.7769,0.4945,2,High
Trong1,Astralis,Argentina,234,4680,2868.0,3462,700,46.1,0.61,0.74,0.15,62.3,0.96,36,25,7,0.8284,0.3765,0.2603,0.1974,0.5902,0.8484,0.3361,1,Medium
Shusho,Astralis,Denmark,169,3549,2128.0,2589,352,41.7,0.6,0.73,0.1,56.2,0.95,15,26,7,0.8219,0.3478,0.2705,0.1429,0.3659,0.8123,0.2849,0,Low
Zanto,Outsiders,Kazakhstan,462,11550,9154.0,6205,1644,52.9,0.79,0.54,0.14,89.0,1.18,70,24,29,1.4753,0.5083,0.4628,0.1505,0.7447,0.3988,0.7017,2,High
Xrix5s,BIG,Russia,412,9888,8309.0,5627,363,50.9,0.84,0.57,0.04,88.6,1.21,42,33,42,1.4766,0.513,0.4309,0.0455,0.56,0.316,0.7109,2,High
grong7,SAW,Finland,497,9940,9175.0,5635,613,49.9,0.905,0.57,0.06,98.1,1.33,66,41,42,1.6282,0.5566,0.4331,0.0622,0.6168,0.0221,0.8293,2,High
Zergz,Vitality,United States,409,9816,6119.0,5832,1605,46.5,0.62,0.59,0.16,80.5,1.09,33,25,23,1.0492,0.4166,0.4059,0.2051,0.569,0.6746,0.477,2,High
drelt4k,Apeks,Russia,86,1978,1363.0,1206,349,36.9,0.69,0.61,0.18,69.3,0.97,9,6,3,1.1302,0.416,0.3903,0.2069,0.6,0.8852,0.3733,1,Medium
frarn9,Virtus.pro,United States,361,9025,5011.0,5818,1048,41.3,0.56,0.64,0.12,63.4,0.77,47,65,32,0.8613,0.3766,0.3553,0.1765,0.4196,0.263,0.2121,0,Low
brinkoo,paiN,Brazil,380,7980,6471.0,4853,1138,53.7,0.81,0.61,0.14,88.1,1.3,40,37,42,1.3334,0.5011,0.3919,0.1474,0.5195,0.0905,0.7416,2,High
glark0,Vitality,Sweden,286,5720,2645.0,3981,731,31.8,0.46,0.7,0.13,63.2,0.84,25,42,0,0.6644,0.3163,0.304,0.2203,0.3731,0.4564,0.121,0,Low
Blrixoo,NIP,Finland,116,2668,1561.0,1771,307,47.1,0.59,0.66,0.12,73.3,0.85,8,12,3,0.8814,0.3787,0.3362,0.169,0.4,0.4859,0.2922,0,Low
frlexix,GamerLegion,Poland,114,2736,1723.0,1914,290,38.2,0.63,0.7,0.11,67.1,0.9,11,16,6,0.9002,0.3852,0.3004,0.1486,0.4074,0.6417,0.2796,0,Low
kant3r,Heroic,Sweden,92,2484,1682.0,1596,313,38.5,0.68,0.64,0.13,79.9,0.81,8,13,2,1.0539,0.4248,0.3575,0.1605,0.381,0.3707,0.2875,0,Low
nelt,Vitality,Russia,311,8397,4401.0,6535,1480,41.3,0.52,0.78,0.18,59.9,0.88,38,35,16,0.6735,0.3361,0.2217,0.2571,0.5205,0.5777,0.2101,0,Low
Cllexz,Vitality,Ukraine,427,11956,7185.0,8425,1796,39.3,0.6,0.7,0.15,82.1,0.91,39,17,24,0.8528,0.4055,0.2953,0.2,0.6964,0.6746,0.2975,1,Medium
clell0,MOUZ,Bosnia,189,4158,3307.0,2197,500,56.1,0.8,0.53,0.12,98.0,1.25,20,16,24,1.5052,0.5285,0.4716,0.1304,0.5556,0.2118,0.7771,2,High
Zops4k,Navi,Mongolia,225,4500,2708.0,3242,626,43.4,0.6,0.72,0.14,67.6,0.8,33,32,15,0.8353,0.3899,0.2796,0.1892,0.5077,0.3431,0.245,0,Low
nace9,ENCE,Poland,179,5012,3000.0,3512,675,44.3,0.6,0.7,0.13,68.8,0.87,18,22,10,0.8542,0.3811,0.2993,0.1781,0.45,0.5466,0.285,0,Low
snink4k,Heroic,Sweden,345,7590,4645.0,4503,835,38.1,0.61,0.59,0.11,78.9,0.91,25,23,22,1.0315,0.4095,0.4067,0.1528,0.5208,0.6746,0.325,1,Medium
snulf4k,Outsiders,China,136,3536,2216.0,2205,638,45.0,0.63,0.62,0.18,68.0,1.04,9,11,6,1.005,0.3862,0.3764,0.2222,0.45,0.8484,0.4117,1,Medium
Prarkoo,FURIA,Denmark,247,6669,4476.0,4396,823,49.7,0.67,0.66,0.12,62.8,0.91,32,32,12,1.0182,0.4003,0.3408,0.1519,0.5,0.6746,0.3786,1,Medium
glong,Apeks,Canada,149,3725,2067.0,2758,400,36.8,0.55,0.74,0.11,79.1,0.91,20,17,3,0.7495,0.3858,0.2596,0.1667,0.5405,0.6746,0.2517,0,Low
Blell9,GamerLegion,Poland,347,8328,5107.0,5907,893,43.5,0.61,0.71,0.11,61.8,0.81,63,34,1,0.8646,0.3814,0.2907,0.1528,0.6495,0.3707,0.25,0,Low
Clant4k,Apeks,Denmark,131,3406,2490.0,2001,272,39.6,0.73,0.59,0.08,71.1,0.91,9,13,7,1.2444,0.4274,0.4125,0.0988,0.4091,0.6746,0.3832,1,Medium
Blant9,G2,Netherlands,146,3504,2793.0,1826,295,47.4,0.8,0.52,0.08,90.5,1.34,20,10,8,1.5296,0.5115,0.4789,0.0909,0.6667,0.0,0.7713,2,High
Nrixix,paiN,Czech Republic,190,5510,3991.0,2573,353,57.9,0.72,0.49000000000000005,0.06,94.4,1.14,30,17,12,1.5511,0.5047,0.533,0.0769,0.6383,0.516,0.7173,2,High
cradeer,Apeks,France,429,9438,8088.0,6135,1126,56.3,0.86,0.65,0.12,82.4,1.2,50,25,40,1.3183,0.5009,0.35,0.1224,0.6667,0.3431,0.6982,2,High
nopsa,Fnatic,France,139,3753,1908.0,2545,423,42.6,0.51,0.68,0.11,70.6,0.82,10,21,2,0.7497,0.3463,0.3219,0.1774,0.3226,0.3988,0.205,0,Low
Swost1,Outsiders,Belgium,196,4900,2753.0,3218,868,44.6,0.56,0.66,0.18,70.7,0.97,13,20,10,0.8555,0.3676,0.3433,0.2432,0.3939,0.8852,0.3317,1,Medium
druno1,MOUZ,Norway,397,9528,4433.0,6777,778,40.5,0.47,0.71,0.08,66.2,0.86,62,48,13,0.6541,0.3464,0.2887,0.1455,0.5636,0.516,0.199,0,Low
swink1,Spirit,Argentina,117,2925,2362.0,1771,312,43.6,0.81,0.61,0.11,87.4,1.24,13,11,9,1.3337,0.4961,0.3945,0.1196,0.5417,0.2372,0.6508,2,High
pradei,SAW,Estonia,312,6864,4428.0,4152,939,47.5,0.65,0.6,0.14,63.1,1.03,36,23,11,1.0665,0.3953,0.3951,0.1772,0.6102,0.8852,0.4371,1,Medium
stazeix,Complexity,Bosnia,103,2163,1623.0,1066,98,49.8,0.75,0.49000000000000005,0.05,84.2,1.29,13,6,11,1.5225,0.492,0.5072,0.0625,0.6842,0.114,0.7414,2,High
Prumeoo,Lynn Vision,France,201,4824,3673.0,3101,1029,54.6,0.76,0.64,0.21,66.8,0.89,8,22,8,1.1845,0.4135,0.3572,0.2165,0.2667,0.6094,0.4326,1,Medium
Greltie,Spirit,France,255,5610,3881.0,3407,583,49.7,0.69,0.61,0.1,82.0,0.92,18,24,11,1.1391,0.4341,0.3927,0.1266,0.4286,0.7081,0.4297,1,Medium
stopsus,Spirit,Denmark,378,9828,8432.0,5458,862,56.2,0.86,0.56,0.09,92.2,1.2,35,38,41,1.5449,0.5258,0.4446,0.0947,0.4795,0.3431,0.7552,2,High
NAF,Navi,Norway,257,5654,3635.0,3865,883,55.4,0.64,0.68,0.16,74.2,1.0,27,16,23,0.9405,0.4121,0.3164,0.2,0.6279,1.0,0.4536,2,High
fliskix,MOUZ,France,269,6994,4463.0,4763,1135,47.6,0.64,0.68,0.16,74.6,1.02,18,20,11,0.937,0.3961,0.319,0.2,0.4737,0.9227,0.4102,1,Medium
Triko4k,Eternal Fire,Argentina,485,11640,9810.625,6626,1031,62.1,0.87,0.57,0.09,89.7,1.34,40,65,42,1.4806,0.517,0.4308,0.0938,0.381,0.0,0.846,2,High
dulfa,TYLOO,Mongolia,457,10054,8305.0,6554,553,49.3,0.83,0.65,0.06,94.6,1.26,57,33,42,1.2672,0.5182,0.3481,0.0674,0.6333,0.1867,0.697,2,High
shenty,ENCE,Canada,67,2010,1030.0,1353,265,52.3,0.51,0.67,0.13,72.1,0.91,10,8,1,0.7613,0.3698,0.3269,0.2031,0.5556,0.6746,0.3257,1,Medium
Skost,TheMongolz,Finland,412,10712,9168.0,6922,1264,60.0,0.86,0.65,0.12,70.0,1.17,67,38,22,1.3245,0.4817,0.3538,0.1224,0.6381,0.4274,0.6888,2,High
kanto,ENCE,Norway,165,3960,3796.0,2143,313,56.4,0.905,0.54,0.08,84.6,1.22,21,11,7,1.7713,0.5249,0.4588,0.0812,0.6562,0.2893,0.806,2,High
blodoa,MOUZ,Germany,319,8294,5386.0,5046,1194,47.7,0.65,0.61,0.14,75.4,0.97,26,22,16,1.0674,0.4127,0.3916,0.1772,0.5417,0.8852,0.4182,1,Medium
Trark1,GamerLegion,Canada,223,5798,4868.0,3444,599,58.0,0.84,0.59,0.1,86.3,1.19,27,17,17,1.4135,0.5073,0.406,0.1064,0.6136,0.3707,0.7231,2,High
Nlex7,Eternal Fire,Ukraine,279,6138,5142.0,3442,729,46.7,0.84,0.56,0.12,84.2,1.27,34,22,37,1.4939,0.5148,0.4392,0.125,0.6071,0.1621,0.7254,2,High
Snunooo,FaZe,Sweden,122,2928,1691.0,2048,569,44.0,0.58,0.7,0.19,65.1,0.98,19,15,6,0.8257,0.3805,0.3005,0.2468,0.5588,0.9227,0.3382,1,Medium
pronger,NIP,Brazil,242,6050,3537.0,3534,1041,48.1,0.58,0.58,0.17,57.6,0.97,24,23,17,1.0008,0.3665,0.4159,0.2267,0.5106,0.8852,0.3751,1,Medium
glvenzy,GamerLegion,Norway,394,9456,5929.0,5974,1650,44.9,0.63,0.63,0.17,65.3,1.12,19,32,15,0.9925,0.3744,0.3682,0.2125,0.3725,0.5777,0.4442,1,Medium
Diskus,paiN,Czech Republic,311,7464,4799.0,4961,801,46.6,0.64,0.66,0.11,64.1,0.85,41,44,10,0.9673,0.392,0.3353,0.1467,0.4824,0.4859,0.3141,1,Medium
Clikoy,Virtus.pro,Russia,63,1386,774.0,888,182,46.7,0.56,0.64,0.13,72.5,0.81,6,10,5,0.8716,0.3847,0.3593,0.1884,0.375,0.3707,0.2708,0,Low
crace,FURIA,Finland,95,2375,1182.0,1799,262,42.9,0.5,0.76,0.11,61.0,0.98,14,8,4,0.657,0.3392,0.2425,0.1803,0.6364,0.9227,0.2728,0,Low
Doltoo,Eternal Fire,Netherlands,432,11232,7857.0,7104,1546,45.9,0.7,0.63,0.14,68.4,1.0,31,43,25,1.106,0.4104,0.3675,0.1667,0.4189,1.0,0.4299,1,Medium
bropsie,Fnatic,United States,107,2354,2009.0,1409,249,45.0,0.85,0.6,0.11,87.9,1.34,16,11,10,1.4258,0.5222,0.4014,0.1146,0.5926,0.0,0.7481,2,High
Fluno7,FaZe,Finland,427,9821,7113.0,6330,1752,50.7,0.72,0.64,0.18,65.2,1.07,25,41,32,1.1237,0.4083,0.3555,0.2,0.3788,0.7422,0.4956,2,High
Grisko,ENCE,Estonia,100,2000,1101.0,1473,293,49.4,0.55,0.74,0.15,64.0,0.77,10,15,6,0.7475,0.353,0.2635,0.2143,0.4,0.263,0.2188,0,Low
Nazeie,Vitality,Russia,280,6440,4753.0,3736,818,43.7,0.74,0.58,0.13,67.6,0.98,16,21,18,1.2722,0.4231,0.4199,0.1494,0.4324,0.9227,0.4453,1,Medium
flacey,TYLOO,Finland,107,2461,1482.0,1753,357,36.1,0.6,0.71,0.15,70.6,0.82,17,15,7,0.8454,0.3997,0.2877,0.2,0.5312,0.3988,0.2255,0,Low
Crume,Complexity,Ukraine,146,3650,2465.0,2365,623,48.9,0.68,0.65,0.17,70.1,0.97,10,12,7,1.0423,0.4035,0.3521,0.2,0.4545,0.8852,0.4136,1,Medium
Darno,Liquid,Netherlands,341,8184,5133.0,5955,1182,44.6,0.63,0.73,0.14,71.5,0.89,48,52,25,0.862,0.4052,0.2724,0.1818,0.48,0.6094,0.3165,1,Medium
Dazex,OG,Estonia,310,6820,4436.0,4214,1158,46.1,0.65,0.62,0.17,64.4,1.04,29,29,12,1.0527,0.391,0.3821,0.2073,0.5,0.8484,0.4295,1,Medium
broltus,Heroic,Mongolia,195,4485,2582.0,2845,675,39.6,0.58,0.63,0.15,59.7,0.87,34,16,4,0.9076,0.3771,0.3657,0.2055,0.68,0.5466,0.2661,0,Low
Franti,FURIA,Russia,469,11725,9719.0,8148,1113,56.6,0.83,0.69,0.09,90.3,1.18,59,39,30,1.1928,0.5016,0.3051,0.0978,0.602,0.3988,0.6676,2,High
m0NESY,Cloud9,Estonia,232,6032,3654.0,4300,659,35.7,0.61,0.71,0.11,60.0,0.86,22,42,13,0.8498,0.3641,0.2871,0.1528,0.3438,0.516,0.2201,0,Low
shelloo,Cloud9,Estonia,436,10464,8990.0,6240,556,62.7,0.86,0.6,0.05,94.8,1.21,63,35,40,1.4407,0.5375,0.4037,0.0549,0.6429,0.316,0.7861,2,High
crops5s,Outsiders,Canada,132,3432,2229.0,2255,448,50.8,0.65,0.66,0.13,57.4,0.95,8,8,9,0.9885,0.3692,0.3429,0.1667,0.5,0.8123,0.3785,1,Medium
kopso,Vitality,Turkey,210,5670,4445.0,3568,561,47.1,0.78,0.63,0.1,73.8,1.25,35,12,6,1.2458,0.4646,0.3707,0.1136,0.7447,0.2118,0.6369,2,High
craze7,Eternal Fire,Czech Republic,376,9400,6066.0,6323,1387,49.9,0.65,0.67,0.15,65.3,1.03,30,28,18,0.9594,0.3857,0.3273,0.1875,0.5172,0.8852,0.4244,1,Medium
Grelly,Apeks,Ukraine,399,9576,8120.0,5855,1130,48.9,0.85,0.61,0.12,85.3,1.34,31,27,33,1.3868,0.4964,0.3886,0.1237,0.5345,0.0,0.7435,2,High
Frume1,Monte,Netherlands,246,6396,4901.0,3861,962,49.0,0.77,0.6,0.15,64.2,0.96,9,20,15,1.2694,0.4177,0.3963,0.163,0.3103,0.8484,0.4585,2,High
blameF,SAW,Latvia,403,9269,6817.0,5676,1540,42.5,0.74,0.61,0.17,81.5,0.96,39,36,18,1.201,0.4549,0.3876,0.1868,0.52,0.8484,0.4387,1,Medium
Crelta,G2,Ukraine,362,9412,5866.0,5960,1315,38.9,0.62,0.63,0.14,74.4,0.98,20,28,14,0.9842,0.3914,0.3668,0.1842,0.4167,0.9227,0.3462,1,Medium
stentus,MIBR,Russia,396,8712,5119.0,6190,1084,42.0,0.59,0.71,0.12,59.9,0.72,37,54,14,0.827,0.3545,0.2895,0.169,0.4066,0.1379,0.1665,0,Low
drongy,FaZe,Poland,210,5040,3722.0,2392,508,57.4,0.74,0.49000000000000005,0.1,98.1,1.18,34,16,10,1.556,0.5168,0.5254,0.119,0.68,0.3988,0.7461,2,High
Skodo7,Liquid,Denmark,380,8360,7259.0,4327,1206,59.0,0.87,0.52,0.14,81.7,1.3,43,28,34,1.6776,0.5141,0.4824,0.1386,0.6056,0.0905,0.8396,2,High
Stink5s,SAW,France,326,7824,6417.0,3462,1023,62.7,0.82,0.49000000000000005,0.13,96.8,1.34,47,26,29,1.8536,0.54,0.5575,0.1368,0.6438,0.0,0.9309,2,High
Briko1,Apeks,Turkey,282,6768,5012.0,3906,585,53.4,0.74,0.58,0.09,84.9,1.18,34,28,30,1.2832,0.4799,0.4229,0.1084,0.5484,0.3988,0.6502,2,High
Prost,Fnatic,Poland,245,7350,5605.0,4150,650,56.7,0.76,0.56,0.09,87.6,1.26,40,16,30,1.3506,0.5064,0.4354,0.1059,0.7143,0.1867,0.7428,2,High
Zongi,BIG,France,297,7128,4589.0,4450,1143,45.6,0.64,0.62,0.16,79.9,1.03,31,21,16,1.0312,0.424,0.3757,0.2,0.5962,0.8852,0.4416,1,Medium
graze1,GamerLegion,Brazil,130,3250,2539.0,2045,353,52.5,0.78,0.63,0.11,91.3,1.24,17,11,6,1.2416,0.4932,0.3708,0.1236,0.6071,0.2372,0.6806,2,High
skyreoo,FURIA,China,214,4922,2105.0,3698,630,41.3,0.43,0.75,0.13,70.9,0.86,24,31,9,0.5692,0.3301,0.2487,0.2321,0.4364,0.516,0.1767,0,Low
Swant1,MOUZ,Canada,109,2616,1561.0,1964,272,39.0,0.6,0.75,0.1,60.6,0.86,14,16,6,0.7948,0.3666,0.2492,0.1429,0.4667,0.516,0.2301,0,Low
Trergi,Heroic,Denmark,378,9072,7666.0,5418,1040,48.9,0.85,0.6,0.11,87.4,1.15,57,20,42,1.4149,0.5242,0.4028,0.1146,0.7403,0.4859,0.6647,2,High
Kinkx,FURIA,Mongolia,112,2464,2224.0,1285,342,52.2,0.9,0.52,0.14,87.8,1.23,13,9,14,1.7307,0.5414,0.4785,0.1346,0.5909,0.263,0.7938,2,High
grazezy,Vitality,Bosnia,211,4853,3295.0,3292,835,56.3,0.68,0.68,0.17,67.6,1.07,15,22,11,1.0009,0.3968,0.3217,0.2,0.4054,0.7422,0.4961,2,High
Shiskx,MIBR,Germany,355,9230,5187.0,5215,1432,49.1,0.56,0.57,0.16,73.2,1.01,32,38,12,0.9946,0.385,0.435,0.2222,0.4571,0.961,0.4148,1,Medium
trade5s,Lynn Vision,Netherlands,136,2992,2409.0,1416,376,65.10000000000001,0.81,0.49000000000000005,0.13,89.2,1.16,16,6,7,1.7013,0.5095,0.5267,0.1383,0.7273,0.4564,0.7967,2,High
Stisk4k,Monte,Czech Republic,476,10948,9810.625,7497,1334,64.4,0.9,0.68,0.12,79.1,1.34,66,17,31,1.3086,0.5046,0.3152,0.1176,0.7952,0.0,0.8194,2,High
Frergz,paiN,Brazil,282,7050,4798.0,4549,1003,55.2,0.68,0.65,0.14,68.2,0.83,34,32,0,1.0547,0.4055,0.3548,0.1707,0.5152,0.4274,0.3746,1,Medium
drongoo,NIP,Kazakhstan,177,4602,2728.0,3097,544,51.9,0.59,0.67,0.12,69.4,0.97,34,12,4,0.8809,0.4002,0.327,0.169,0.7391,0.8852,0.3993,1,Medium
dellz,Outsiders,Australia,123,2952,1933.0,1694,398,48.3,0.66,0.57,0.14,74.3,0.95,11,10,8,1.1411,0.4217,0.4262,0.175,0.5238,0.8123,0.4299,1,Medium
stink3r,ENCE,Canada,398,9950,6638.0,7167,761,35.3,0.67,0.72,0.08,78.0,0.88,51,60,3,0.9262,0.4182,0.2797,0.1067,0.4595,0.5777,0.2815,0,Low
kerg5s,Spirit,Denmark,267,6141,3883.0,3809,1026,45.6,0.63,0.62,0.17,82.0,1.11,24,22,16,1.0194,0.4225,0.3797,0.2125,0.5217,0.6094,0.4822,2,High
Dongy,Imperial,Brazil,425,10625,8480.0,6236,858,45.3,0.8,0.59,0.08,81.0,1.3,66,34,42,1.3598,0.4966,0.4131,0.0909,0.66,0.0905,0.6977,2,High
glunozy,GamerLegion,Ukraine,414,9936,8770.0,5021,582,51.0,0.88,0.51,0.06,93.7,1.26,63,30,29,1.7467,0.549,0.4947,0.0638,0.6774,0.1867,0.812,2,High
swace3r,G2,Turkey,87,2262,1571.0,1465,348,46.0,0.69,0.65,0.15,64.9,1.01,4,6,4,1.0724,0.3902,0.3523,0.1786,0.4,0.961,0.4154,1,Medium
Drostoo,FURIA,Finland,344,8256,3879.0,5517,563,51.0,0.47,0.67,0.07,72.9,0.87,51,47,16,0.7031,0.3638,0.3318,0.1296,0.5204,0.5466,0.2823,0,Low
Nolter,Imperial,Bosnia,231,5082,3481.0,3491,843,48.8,0.69,0.69,0.17,68.6,0.91,24,24,16,0.9971,0.4116,0.3131,0.1977,0.5,0.6746,0.3783,1,Medium
Shisker,Navi,Czech Republic,372,8928,5525.0,6290,1039,39.3,0.62,0.7,0.12,72.6,0.81,49,48,17,0.8784,0.401,0.2955,0.1622,0.5052,0.3707,0.244,0,Low
Brodoz,Monte,Norway,372,7440,6181.0,3916,262,52.8,0.83,0.53,0.04,85.0,1.1,43,31,25,1.5784,0.505,0.4737,0.046,0.5811,0.6417,0.6729,2,High
prarner,Heroic,Netherlands,233,5592,3251.0,3815,906,40.7,0.58,0.68,0.16,60.8,0.85,28,22,6,0.8522,0.3615,0.3178,0.2162,0.56,0.4859,0.2401,0,Low
Snopsix,Astralis,Brazil,438,10950,7344.0,6597,1307,48.3,0.67,0.6,0.12,70.7,1.06,24,36,32,1.1132,0.4071,0.3975,0.1519,0.4,0.7769,0.4745,2,High
kantx,Fnatic,Belgium,320,7040,4498.0,4714,756,51.1,0.64,0.67,0.11,60.5,0.95,41,40,13,0.9542,0.3841,0.3304,0.1467,0.5062,0.8123,0.385,1,Medium
frosti,TYLOO,Argentina,421,8841,7766.0,5442,764,57.4,0.88,0.62,0.09,84.4,1.18,70,31,34,1.427,0.5245,0.3845,0.0928,0.6931,0.3988,0.7293,2,High
Flyreie,BIG,United States,166,4648,2954.0,2851,371,41.0,0.64,0.61,0.08,70.0,0.9,11,14,9,1.0361,0.3957,0.3866,0.1111,0.44,0.6417,0.326,1,Medium
coldzera,TheMongolz,Bosnia,374,8602,6952.0,5036,1085,59.1,0.81,0.59,0.13,90.9,1.31,61,18,37,1.3805,0.5214,0.4146,0.1383,0.7722,0.0674,0.7992,2,High
xellus,G2,Bosnia,103,2575,1331.0,1578,210,33.9,0.52,0.61,0.08,69.2,0.82,14,20,2,0.8435,0.3703,0.3872,0.1333,0.4118,0.3988,0.1919,0,Low
dongo,Cloud9,Argentina,211,5486,3432.0,3976,651,35.4,0.63,0.72,0.12,63.8,0.92,30,22,12,0.8632,0.3887,0.2752,0.16,0.5769,0.7081,0.2715,0,Low
trushus,Vitality,Kazakhstan,207,4554,3176.0,2588,668,43.3,0.7,0.57,0.15,71.7,1.03,24,18,13,1.2272,0.4348,0.4317,0.1765,0.5714,0.8852,0.4712,2,High
trodous,Astralis,Latvia,99,2574,1153.0,1822,347,36.9,0.45,0.71,0.13,58.7,0.92,8,10,3,0.6328,0.3061,0.2922,0.2241,0.4444,0.7081,0.1794,0,Low
Swodoy,Outsiders,Canada,231,6237,3938.0,4061,708,44.9,0.63,0.65,0.11,63.2,0.84,46,27,13,0.9697,0.4086,0.3489,0.1486,0.6301,0.4564,0.312,1,Medium
blanti,paiN,Sweden,158,3792,2437.0,2429,330,43.5,0.64,0.64,0.09,62.8,0.85,17,15,9,1.0033,0.389,0.3594,0.1233,0.5312,0.4859,0.3015,1,Medium
Grodozy,Cloud9,Finland,216,4968,3491.0,3189,940,47.1,0.7,0.64,0.19,81.5,1.04,19,19,16,1.0947,0.4421,0.3581,0.2135,0.5,0.8484,0.4794,2,High
xunoo,Outsiders,Denmark,406,10556,7134.0,5658,1832,52.3,0.68,0.54,0.17,65.7,1.03,37,36,12,1.2609,0.4086,0.464,0.2,0.5068,0.8852,0.5065,2,High
Flarnus,Apeks,Australia,456,11856,8475.0,7284,566,47.1,0.71,0.61,0.05,91.2,1.28,62,53,42,1.1635,0.4822,0.3856,0.0658,0.5391,0.1379,0.6518,2,High
Drento,G2,Australia,387,9675,7281.0,5209,824,60.9,0.75,0.54,0.09,95.2,1.34,70,40,33,1.3978,0.5194,0.4616,0.1071,0.6364,0.0,0.8269,2,High
blost7,Spirit,Belgium,304,6992,3737.0,5010,1063,46.3,0.53,0.72,0.15,61.6,0.8,40,38,24,0.7459,0.3549,0.2835,0.2206,0.5128,0.3431,0.2196,0,Low
Grinkx,FaZe,Argentina,238,4760,3775.0,3188,530,65.10000000000001,0.79,0.67,0.11,79.7,1.26,44,20,19,1.1841,0.4876,0.3303,0.1222,0.6875,0.1867,0.7454,2,High
EliGE,Heroic,Denmark,396,9900,7621.0,6433,1296,46.2,0.77,0.65,0.13,67.9,1.0,26,29,25,1.1847,0.4277,0.3502,0.1444,0.4727,1.0,0.4578,2,High
xiskie,Astralis,Belgium,155,3875,3121.0,1860,116,48.2,0.81,0.49000000000000005,0.03499999999999999,88.4,1.25,25,15,9,1.678,0.5198,0.52,0.0414,0.625,0.2118,0.7582,2,High
Xlexz,Virtus.pro,Mongolia,383,9958,5950.0,6631,1320,46.0,0.6,0.67,0.13,70.1,0.84,48,59,18,0.8973,0.3916,0.3341,0.1781,0.4486,0.4564,0.293,0,Low
skuno,Imperial,Brazil,413,9912,6432.0,6384,1492,57.3,0.65,0.64,0.15,83.6,0.97,31,39,4,1.0075,0.4184,0.3559,0.1875,0.4429,0.8852,0.4637,2,High
snumea,Imperial,Kazakhstan,116,2552,2103.0,1486,179,48.7,0.82,0.58,0.07,98.1,1.28,17,5,11,1.4152,0.5351,0.4177,0.0787,0.7727,0.1379,0.7427,2,High
Grisker,Astralis,Norway,345,8970,5034.0,6513,1153,46.9,0.56,0.73,0.13,71.2,0.89,62,53,14,0.7729,0.3884,0.2739,0.1884,0.5391,0.6094,0.3012,1,Medium
Crven0,Liquid,Canada,267,6942,3702.0,5001,677,35.6,0.53,0.72,0.1,63.9,0.87,30,42,9,0.7403,0.3479,0.2796,0.1587,0.4167,0.5466,0.1942,0,Low
staceie,FURIA,France,459,11016,8639.0,6049,1440,47.3,0.78,0.55,0.13,91.1,1.28,70,25,29,1.4282,0.5088,0.4509,0.1429,0.7368,0.1379,0.7183,2,High
shrixer,Complexity,Latvia,321,7704,6800.0,4755,718,54.7,0.88,0.62,0.09,89.9,1.1,47,30,21,1.4301,0.5282,0.3828,0.0928,0.6104,0.6417,0.6742,2,High
prell9,SAW,Belgium,214,5564,2835.0,4313,736,46.6,0.51,0.78,0.13,70.3,0.8,26,29,5,0.6573,0.3495,0.2248,0.2031,0.4727,0.3431,0.2019,0,Low
Styreer,Lynn Vision,Turkey,77,1925,1443.0,1461,190,39.6,0.75,0.76,0.1,62.3,0.85,6,9,2,0.9877,0.397,0.241,0.1176,0.4,0.4859,0.2836,0,Low
drerg3r,Navi,Argentina,359,7898,5083.0,5214,1161,39.5,0.64,0.66,0.15,80.4,1.12,30,42,27,0.9749,0.419,0.3398,0.1899,0.4167,0.5777,0.4445,1,Medium
grodo3r,Eternal Fire,Bosnia,412,11124,7713.0,7010,1601,50.8,0.69,0.63,0.14,79.8,0.98,31,30,25,1.1003,0.4315,0.3698,0.1687,0.5082,0.9227,0.4598,2,High
Triko1,Cloud9,Sweden,122,2806,1434.0,1953,348,35.3,0.51,0.7,0.12,77.1,0.74,15,17,4,0.7343,0.3729,0.304,0.1905,0.4688,0.1867,0.1386,0,Low
Darn0,FaZe,Latvia,271,7046,4186.0,5285,1046,53.1,0.59,0.75,0.15,67.4,0.84,41,39,10,0.7921,0.3802,0.2499,0.2027,0.5125,0.4564,0.3046,1,Medium
Nelter,Lynn Vision,China,135,3510,3039.0,2141,316,62.4,0.87,0.61,0.09,86.7,1.21,13,8,6,1.4194,0.5041,0.39,0.0938,0.619,0.316,0.7565,2,High
