player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins
blikoie,FaZe,Netherlands,374,9724,6870,5381,1326,39.0,0.71,0.55,0.14,75.1,1.09,33,26,20
zent9,Heroic,France,82,2132,1489,1465,280,46.7,0.7,0.69,0.13,74.8,1.01,5,7,3
Skell5s,paiN,United States,449,10776,7461,6762,1537,58.8,0.69,0.63,0.14,72.1,1.03,43,55,38
Blostx,GamerLegion,Sweden,483,11109,9505,6055,1045,58.4,0.86,0.55,0.09,88.1,1.25,55,39,16
xionzy,Imperial,Kazakhstan,138,3036,1764,2041,380,51.7,0.58,0.67,0.13,63.6,0.77,20,20,1
brostx,NIP,United States,180,5040,2704,3136,625,36.2,0.54,0.62,0.12,63.9,0.88,13,29,3
shunous,TYLOO,Estonia,229,6183,3315,3997,708,28.0,0.54,0.65,0.11,73.0,0.94,28,34,7
grops9,Vitality,United States,171,4617,3671,2650,553,51.6,0.8,0.57,0.12,85.4,1.45,19,18,16
triska,TYLOO,Estonia,344,8944,5609,5973,1745,41.7,0.63,0.67,0.2,71.2,1.02,22,34,11
Swongie,Vitality,France,194,5044,2544,3587,425,53.4,0.5,0.71,0.08,61.0,0.87,14,25,7
druno9,Fnatic,Bosnia,221,5304,3121,3728,577,44.9,0.59,0.7,0.11,71.7,0.88,21,19,6
Frulfx,Eternal Fire,Canada,321,8346,5407,5266,1281,43.8,0.65,0.63,0.15,77.3,1.01,23,27,14
flongy,Navi,Germany,366,10614,8068,5915,1507,61.9,0.76,0.56,0.14,98.7,1.23,56,27,10
Swinkzy,MIBR,Poland,226,5424,3432,3297,970,52.2,0.63,0.61,0.18,63.8,0.95,15,23,14
Drerger,G2,Kazakhstan,474,12798,10630,7557,1474,54.2,0.83,0.59,0.12,81.3,1.22,62,42,52
xoltie,MIBR,Mongolia,380,7600,4319,5289,616,38.1,0.57,0.7,0.08,62.7,0.87,49,66,8
skarna,Lynn Vision,Netherlands,207,4554,3281,2622,556,44.9,0.72,0.58,0.12,82.8,0.9,15,16,13
frolt9,OG,Turkey,361,8664,4915,6060,1387,50.0,0.57,0.7,0.16,64.7,0.9,63,46,18
flops9,MOUZ,Bosnia,359,8257,5594,5345,902,44.5,0.68,0.65,0.11,72.5,0.96,36,26,19
nenty,Lynn Vision,Finland,421,10946,7974,7869,1435,46.2,0.73,0.72,0.13,70.0,1.0,15,38,21
shadez,FaZe,Netherlands,167,4509,2923,3117,716,37.8,0.65,0.69,0.16,58.6,0.89,16,12,9
Crumex,TYLOO,France,188,4700,2844,3566,444,37.2,0.61,0.76,0.09,64.1,0.89,18,14,11
gryreus,SAW,Germany,190,4560,2911,2697,681,45.7,0.64,0.59,0.15,58.5,0.98,15,13,8
dlexoo,Eternal Fire,Australia,212,5724,3206,3773,569,37.8,0.56,0.66,0.1,71.3,0.82,30,25,7
Trops3r,ENCE,United States,136,3264,1979,2011,437,43.2,0.61,0.62,0.13,65.8,0.97,9,16,14
Draze,Heroic,Estonia,298,6556,4078,4875,859,38.8,0.62,0.74,0.13,58.6,0.98,36,62,0
dongx,TheMongolz,Belgium,344,8256,5465,5106,1750,39.2,0.66,0.62,0.21,64.9,1.0,26,25,13
Skvenoo,Lynn Vision,Germany,404,9696,6423,6138,843,47.3,0.66,0.63,0.09,55.0,1.01,36,41,22
Skant,paiN,Finland,347,9369,5600,6073,1185,43.8,0.6,0.65,0.13,72.0,0.86,52,41,6
glion1,Fnatic,Poland,155,4185,2230,2900,373,33.3,0.53,0.69,0.09,75.9,0.86,18,15,5
grumeie,Heroic,Kazakhstan,359,9693,5226,7234,1361,42.9,0.54,0.75,0.14,61.5,0.84,44,51,21
Frergo,Heroic,Finland,129,2838,1783,1831,326,41.8,0.63,0.65,0.11,63.3,0.83,15,21,0
Xlex1,paiN,Latvia,298,8344,7025,3915,1228,57.8,0.84,0.47,0.15,88.3,1.25,47,27,36
Swergz,Eternal Fire,Russia,248,5456,3631,3997,650,47.4,0.67,0.73,0.12,74.7,0.87,17,32,15
Clion5s,Liquid,Latvia,330,8250,4527,5467,1104,50.2,0.55,0.66,0.13,73.0,1.02,41,34,25
Brush4k,ENCE,Czech Republic,142,3266,3159,1704,349,44.1,0.97,0.52,0.11,95.8,1.26,16,13,9
Niko,MOUZ,United States,481,11063,10401,6338,897,52.6,0.94,0.57,0.08,97.6,1.1,61,63,41
Blenter,Vitality,Argentina,142,3408,2321,2057,621,46.0,0.68,0.6,0.18,62.8,1.04,15,13,13
drulf9,OG,Bosnia,136,2856,1550,2025,351,35.5,0.54,0.71,0.12,66.1,1.02,25,20,2
grodo0,Heroic,Australia,267,6408,3933,4386,938,34.7,0.61,0.68,0.15,63.7,0.81,41,34,10
Drunoer,FaZe,United States,183,4026,2309,2624,650,42.1,0.57,0.65,0.16,65.8,0.93,21,26,5
grong0,Virtus.pro,Bosnia,170,4590,3061,2805,796,44.3,0.67,0.61,0.17,72.3,0.93,15,9,8
crarn,FURIA,Argentina,160,4320,3710,2566,500,55.4,0.86,0.59,0.12,92.6,1.2,20,7,15
Flark7,Lynn Vision,Latvia,190,4560,3008,3360,720,45.1,0.66,0.74,0.16,72.7,0.9,22,22,5
Zisk,Navi,Netherlands,107,2461,1605,1508,371,42.5,0.65,0.61,0.15,84.6,0.94,6,9,2
frodo9,MIBR,Argentina,310,7750,3777,5405,1020,35.4,0.49,0.7,0.13,58.6,0.86,43,31,10
snarkz,Outsiders,Belgium,364,8372,7532,5208,407,50.9,0.9,0.62,0.05,91.1,1.19,47,32,25
Dunoo,MIBR,Estonia,81,2106,1238,1454,218,46.5,0.59,0.69,0.1,62.4,0.83,7,11,6
Nyrey,Cloud9,Poland,203,5075,4009,3135,628,49.0,0.79,0.62,0.12,63.4,1.04,13,19,6
Crinkoo,Imperial,Belgium,233,6291,3482,3904,1143,49.2,0.55,0.62,0.18,78.4,0.91,11,14,15
grarn0,Lynn Vision,Kazakhstan,169,4394,2756,2576,707,56.1,0.63,0.59,0.16,70.9,1.02,14,11,6
xiko3r,ENCE,Kazakhstan,262,6550,4073,4291,1448,40.7,0.62,0.66,0.22,63.8,0.95,19,31,11
Blong3r,Monte,Germany,284,6816,4821,3922,701,50.5,0.71,0.58,0.1,96.0,1.25,39,18,37
snarn9,TheMongolz,Kazakhstan,190,4560,3080,3008,808,39.3,0.68,0.66,0.18,75.2,1.06,18,13,10
Prlex7,Heroic,Finland,110,2860,1607,1888,303,37.0,0.56,0.66,0.11,76.6,1.0,17,15,2
trunoer,NIP,Turkey,319,9251,5486,5742,1432,56.4,0.59,0.62,0.15,58.7,1.02,22,29,11
Dent0,MIBR,Norway,104,2496,1479,1744,422,46.7,0.59,0.7,0.17,64.3,0.72,15,12,3
stvenix,OG,Ukraine,414,9108,8256,6298,371,59.9,0.91,0.69,0.04,94.9,1.27,53,16,37
kume7,Navi,United States,285,6840,4183,4211,1188,44.5,0.61,0.62,0.17,82.6,1.04,30,33,9
diskz,Monte,Mongolia,274,6302,3617,4001,967,47.2,0.57,0.63,0.15,70.4,0.98,32,18,18
Clarn9,Vitality,Kazakhstan,205,5535,4073,3556,533,38.4,0.74,0.64,0.1,62.3,1.01,30,38,16
nell3r,MIBR,Germany,68,1700,919,1234,188,35.6,0.54,0.73,0.11,61.4,0.7,9,8,1
Frark1,Outsiders,Turkey,442,11492,7315,7174,2088,48.4,0.64,0.62,0.18,69.6,1.05,30,43,7
Flacei,paiN,Mongolia,354,8496,5160,5631,1506,41.7,0.61,0.66,0.18,71.2,0.9,28,31,13
driko5s,Heroic,Norway,207,5175,3085,3701,691,34.9,0.6,0.72,0.13,63.3,0.88,19,22,10
Snerg3r,Spirit,Ukraine,484,12100,11345,7291,1352,59.1,0.94,0.6,0.11,79.9,1.24,83,62,38
Grushi,FaZe,Mongolia,163,4075,2442,2788,551,45.6,0.6,0.68,0.14,66.4,0.72,19,20,6
drix,Spirit,Germany,316,7268,4850,5173,1326,40.7,0.67,0.71,0.18,76.9,0.98,22,27,20
swolty,MIBR,Canada,333,8325,5696,5820,1251,45.2,0.68,0.7,0.15,65.9,1.01,38,45,14
xongy,TYLOO,France,79,2212,1043,1410,219,38.0,0.47,0.64,0.1,78.2,0.86,6,6,5
Stent,Complexity,United States,229,5267,3833,3366,1146,40.8,0.73,0.64,0.22,78.0,0.92,17,20,12
Nionus,OG,Poland,96,2208,1363,1348,192,42.5,0.62,0.61,0.09,69.0,1.01,10,6,8
Xvenx,Fnatic,Kazakhstan,156,3900,2264,2889,629,34.4,0.58,0.74,0.16,63.2,0.84,21,22,7
drop,BIG,Turkey,281,6744,3803,4675,922,42.2,0.56,0.69,0.14,68.3,0.95,35,25,12
Crush0,Navi,United States,316,7900,4562,5907,1020,49.2,0.58,0.75,0.13,68.0,0.83,41,40,25
Griko0,Astralis,France,411,9042,6167,6138,1334,41.9,0.68,0.68,0.15,71.8,1.02,47,25,19
Brolta,FaZe,Kazakhstan,241,5543,4770,3525,404,51.5,0.86,0.64,0.07,85.9,1.29,33,28,22
TeSeS,G2,Czech Republic,267,6675,6089,3841,598,43.9,0.91,0.58,0.09,84.8,1.27,46,23,24
zisko,SAW,Mongolia,240,5760,3603,3542,1274,53.6,0.63,0.61,0.22,66.2,0.95,26,22,13
zodoa,NIP,Australia,179,4296,3650,2244,487,55.9,0.85,0.52,0.11,82.7,1.17,21,18,27
zisk3r,Imperial,Turkey,272,6800,4215,4480,1064,43.2,0.62,0.66,0.16,69.4,0.87,42,36,12
nyrei,Spirit,Czech Republic,340,8160,4708,5591,1275,31.8,0.58,0.69,0.16,58.8,0.78,32,43,14
frergie,GamerLegion,Estonia,334,8684,4181,5957,1058,47.3,0.48,0.69,0.12,67.5,0.79,24,42,12
Dink,GamerLegion,Estonia,365,8760,7456,5225,841,62.1,0.85,0.6,0.1,85.0,1.25,62,20,33
Prong1,SAW,Belgium,104,2912,2010,1987,301,46.1,0.69,0.68,0.1,50.1,0.83,10,13,4
Skion3r,Navi,Argentina,166,3818,2667,2304,517,58.9,0.7,0.6,0.14,63.9,1.05,4,16,8
Brarn3r,FaZe,Czech Republic,395,9875,6025,6495,1104,46.0,0.61,0.66,0.11,60.4,0.84,42,45,18
Glyreix,GamerLegion,Bosnia,113,2599,1337,1772,412,46.4,0.51,0.68,0.16,74.6,0.94,11,10,6
clushix,BIG,Belgium,108,2268,1344,1358,408,43.5,0.59,0.6,0.18,80.1,1.04,8,12,7
flulfoo,MIBR,Mongolia,253,6325,4453,4262,1075,45.8,0.7,0.67,0.17,76.6,1.1,12,20,13
flink4k,Lynn Vision,Russia,357,8211,4914,5420,1227,45.6,0.6,0.66,0.15,65.8,1.04,16,34,12
crellz,FURIA,Netherlands,387,11223,6770,8574,767,32.4,0.6,0.76,0.07,66.6,0.94,38,77,12
Dyrei,Complexity,Kazakhstan,365,7665,5129,4526,1364,48.2,0.67,0.59,0.18,76.4,1.07,16,33,31
Clenti,TheMongolz,Argentina,252,6552,4302,4126,1249,40.2,0.66,0.63,0.19,72.9,1.06,25,20,14
brikoz,Heroic,Netherlands,285,7125,6460,3624,633,54.9,0.91,0.51,0.09,75.1,1.21,57,30,31
Flrixa,Heroic,Belgium,249,5976,3190,4173,756,37.0,0.53,0.7,0.13,80.0,0.85,23,36,9
Snarki,paiN,Argentina,112,3024,1813,1994,397,28.0,0.6,0.66,0.13,65.0,0.88,11,12,5
strix0,OG,France,212,5512,3115,4050,340,42.4,0.57,0.73,0.06,73.8,0.78,29,22,5
dropsx,Apeks,China,163,3586,2077,2613,435,50.8,0.58,0.73,0.12,74.9,0.79,20,20,10
Xinkz,G2,Belgium,106,2756,1747,1832,356,46.6,0.63,0.67,0.13,73.1,0.94,8,15,6
shanto,TYLOO,Denmark,145,3335,2379,1883,734,48.6,0.71,0.56,0.22,91.4,0.99,15,12,5
dops7,OG,Bosnia,349,7329,4413,4504,868,41.2,0.6,0.61,0.12,68.6,0.96,31,26,15
Zionie,Complexity,Czech Republic,258,6450,4128,4565,377,29.7,0.64,0.71,0.06,66.7,0.83,31,44,8
drinkus,FURIA,Australia,367,9909,5243,6946,1535,37.1,0.53,0.7,0.16,69.9,0.86,56,62,20
Frell3r,NIP,Australia,135,3510,1790,2515,616,52.2,0.51,0.72,0.18,58.5,0.76,15,14,5
swuno1,MOUZ,Russia,237,5925,3213,4296,792,46.1,0.54,0.73,0.13,64.1,0.85,34,24,9
Xarna,Cloud9,Ukraine,313,8138,5565,5402,1326,40.3,0.68,0.66,0.16,61.1,0.95,16,43,9
zodo3r,Astralis,United States,258,5934,3229,4210,564,41.5,0.54,0.71,0.1,63.7,0.82,32,38,5
Clarker,FaZe,Mongolia,368,9200,8224,5455,630,55.1,0.89,0.59,0.07,90.5,1.15,59,33,50
Bllexus,Monte,Russia,193,5211,3772,3212,742,40.9,0.72,0.62,0.14,74.2,0.88,18,22,6
swrixa,paiN,Poland,298,7748,5124,4613,1188,47.3,0.66,0.6,0.15,75.6,0.92,29,37,7
zent0,FURIA,Brazil,151,3775,1903,2802,448,38.3,0.5,0.74,0.12,66.1,0.96,19,14,2
glent3r,BIG,Mongolia,304,7296,4323,4577,976,50.7,0.59,0.63,0.13,65.6,0.98,40,27,11
briona,FaZe,Canada,143,3289,2207,2220,278,55.2,0.67,0.68,0.08,94.4,1.41,22,10,17
Disk1,Monte,Latvia,423,9729,8217,6013,1010,59.1,0.84,0.62,0.1,98.8,1.16,38,26,25
prenta,OG,Turkey,363,8712,5188,6377,736,30.5,0.6,0.73,0.08,53.5,0.82,59,53,8
drolt4k,Apeks,Mongolia,128,2816,1771,1706,732,51.2,0.63,0.61,0.26,76.3,0.98,10,7,7
flarny,TYLOO,Finland,318,8904,5019,6504,1072,51.9,0.56,0.73,0.12,61.5,0.83,41,30,20
starnx,Apeks,Argentina,81,2025,1111,1469,192,54.5,0.55,0.73,0.09,67.4,0.82,6,12,2
Brace7,Heroic,Australia,115,2760,1749,1808,240,44.6,0.63,0.66,0.09,65.7,0.95,13,16,9
Dergy,Monte,France,428,11984,9837,7767,1061,61.1,0.82,0.65,0.09,93.7,1.26,54,31,58
flodo,TYLOO,Belgium,332,7968,5556,5410,939,46.3,0.7,0.68,0.12,65.2,0.9,44,30,15
xell0,ENCE,Finland,214,5992,3889,4127,767,46.2,0.65,0.69,0.13,67.8,0.95,23,27,8
zikoix,MIBR,France,347,9022,5643,5110,1060,45.7,0.63,0.57,0.12,75.1,1.0,12,44,12
Drven5s,Outsiders,Denmark,443,10632,6168,7006,1916,48.8,0.58,0.66,0.18,74.8,0.93,26,32,32
drveni,Cloud9,Norway,440,10120,6561,6172,1285,45.9,0.65,0.61,0.13,72.4,0.98,27,32,25
swulfo,Vitality,Mongolia,163,4075,2813,2642,634,42.6,0.69,0.65,0.16,72.3,1.01,5,10,10
shost9,Vitality,Argentina,141,3666,2613,2829,651,57.8,0.71,0.77,0.18,68.7,1.03,11,18,9
Narkz,Fnatic,Kazakhstan,151,4077,2202,2725,683,38.9,0.54,0.67,0.17,65.8,0.85,18,18,4
Stell3r,Apeks,Sweden,314,7850,4728,5646,1329,44.6,0.6,0.72,0.17,66.6,0.9,45,43,26
Shazeo,Complexity,United States,141,2820,1219,1878,322,44.3,0.43,0.67,0.11,60.4,0.98,21,22,4
Trulf5s,MOUZ,Norway,132,3300,2052,1841,502,47.0,0.62,0.56,0.15,70.7,1.12,9,12,7
bracei,NIP,United States,139,3614,1766,2467,554,52.2,0.49,0.68,0.15,63.8,0.8,15,15,6
Xionix,Lynn Vision,Canada,164,4100,2866,2267,268,59.5,0.7,0.55,0.07,89.5,1.16,20,13,16
Breller,TYLOO,Norway,198,5346,2665,3557,791,32.3,0.5,0.67,0.15,69.6,0.82,22,31,7
zentzy,MOUZ,Mongolia,412,9476,6814,5909,1793,41.1,0.72,0.62,0.19,71.0,0.95,36,42,20
Drrix7,Heroic,Sweden,98,2450,1585,1575,427,52.7,0.65,0.64,0.17,72.8,1.06,5,8,2
Prant,NIP,Denmark,449,11674,7131,7545,1585,48.2,0.61,0.65,0.14,70.2,0.99,39,42,20
Crergix,Fnatic,France,195,4875,2785,3180,902,33.6,0.57,0.65,0.19,56.7,0.85,24,16,8
Frrixus,Liquid,Bosnia,119,2975,1810,1872,455,38.8,0.61,0.63,0.15,57.0,0.78,17,17,6
nisk3r,Eternal Fire,Norway,247,5434,2776,4048,788,39.9,0.51,0.75,0.15,61.3,0.86,40,41,6
Nost4k,BIG,Czech Republic,284,5964,3576,3753,887,48.1,0.6,0.63,0.15,71.8,0.9,34,25,19
Blvenoo,Outsiders,Bosnia,127,3302,1913,2492,454,44.8,0.58,0.75,0.14,67.8,0.72,20,15,8
Zlexx,TYLOO,Czech Republic,161,4025,2673,2608,514,47.0,0.66,0.65,0.13,58.5,0.95,9,11,6
kodo,Heroic,Norway,156,4212,2375,2752,780,38.2,0.56,0.65,0.19,74.1,1.09,14,9,10
Blume7,Spirit,Kazakhstan,242,6050,3461,4393,552,49.6,0.57,0.73,0.09,65.4,0.74,30,41,13
Grusha,NIP,Brazil,214,4494,2890,3433,582,43.5,0.64,0.76,0.13,63.2,0.83,18,26,12
Xelloo,Complexity,Bosnia,386,9264,4708,6126,1605,46.0,0.51,0.66,0.17,69.5,0.96,22,38,24
Brantz,NIP,Poland,367,7707,4982,4769,1265,42.7,0.65,0.62,0.16,62.6,1.0,36,14,20
trelt1,TheMongolz,China,354,8496,4859,5927,1340,37.5,0.57,0.7,0.16,66.5,0.74,42,72,0
Priko0,Lynn Vision,Norway,373,10444,5587,7677,1728,42.4,0.54,0.74,0.17,69.9,0.89,50,35,20
crant,paiN,Sweden,313,7512,4916,4911,1082,46.5,0.65,0.65,0.14,62.0,0.84,35,21,21
zunoie,Imperial,Mongolia,248,6448,4070,4422,888,36.8,0.63,0.69,0.14,60.2,1.06,11,27,18
HObbit,Cloud9,Norway,126,3150,2028,2164,503,42.6,0.64,0.69,0.16,71.3,1.02,9,12,9
sharkoo,GamerLegion,Estonia,341,8866,4492,6016,964,35.8,0.51,0.68,0.11,72.4,0.85,40,39,14
flell7,FURIA,Belgium,413,10325,8697,6220,951,43.6,0.84,0.6,0.09,92.1,1.26,53,17,58
zongx,FaZe,Bosnia,239,5258,2973,3637,588,47.4,0.57,0.69,0.11,62.9,0.88,29,23,12
glongoo,Imperial,Czech Republic,136,3264,3051,2072,348,42.2,0.93,0.63,0.11,90.7,1.19,17,10,10
Flulf0,G2,Finland,154,3542,2235,2200,784,45.3,0.63,0.62,0.22,73.2,0.92,12,15,7
swrixzy,Spirit,Brazil,365,8760,6560,5144,1049,60.8,0.75,0.59,0.12,80.9,1.16,39,24,42
Frlexzy,Apeks,Estonia,185,5365,3420,3392,1002,40.9,0.64,0.63,0.19,73.7,1.0,13,15,8
Skell0,Cloud9,Belgium,227,6129,3553,4508,750,50.5,0.58,0.74,0.12,68.1,0.88,26,37,10
Dion5s,Monte,Sweden,68,1496,993,1085,255,40.6,0.66,0.73,0.17,68.8,0.82,8,7,0
kerg9,Apeks,Kazakhstan,205,5330,4162,3008,308,49.9,0.78,0.56,0.06,81.9,1.35,31,16,29
zarny,MIBR,Sweden,89,2403,1329,1735,261,56.1,0.55,0.72,0.11,49.5,0.85,12,11,2
crulf3r,GamerLegion,France,83,2075,1425,1498,298,47.4,0.69,0.72,0.14,61.3,0.83,7,9,3
prvenix,ENCE,China,397,9528,7025,6225,1088,54.9,0.74,0.65,0.11,95.2,1.3,50,43,40
stace,GamerLegion,Australia,217,5208,3124,3370,856,49.9,0.6,0.65,0.16,74.5,0.96,20,29,12
grink7,Complexity,Czech Republic,365,7665,4570,5228,953,44.8,0.6,0.68,0.12,71.4,0.98,56,34,11
Grionus,G2,Finland,242,6050,3570,4104,1002,36.5,0.59,0.68,0.17,60.8,0.89,18,29,12
zong1,Heroic,Russia,318,7314,4823,4807,424,34.2,0.66,0.66,0.06,71.6,0.95,48,48,18
Xergus,TYLOO,Netherlands,457,10511,8458,6133,816,66.7,0.8,0.58,0.08,98.4,1.28,66,20,51
Snarn1,Lynn Vision,Mongolia,404,8888,6325,5441,1257,41.2,0.71,0.61,0.14,64.1,1.11,42,31,26
nelti,Liquid,Czech Republic,128,2816,2105,1898,409,45.0,0.75,0.67,0.15,67.4,0.97,10,7,5
Snion4k,Heroic,Canada,401,10426,6394,5662,1432,44.9,0.61,0.54,0.14,74.3,0.97,25,27,32
Trongz,Virtus.pro,Netherlands,318,7314,3955,4886,670,41.8,0.54,0.67,0.09,59.1,0.9,45,32,19
Sklexoo,Vitality,Canada,205,4920,2705,3548,330,29.0,0.55,0.72,0.07,57.3,0.82,17,26,6
stinka,GamerLegion,Bosnia,138,3450,2262,2076,581,50.0,0.66,0.6,0.17,72.9,1.05,8,10,13
glellie,ENCE,Estonia,121,3388,2330,2112,547,36.5,0.69,0.62,0.16,72.3,1.01,7,7,5
Nostoo,TYLOO,Netherlands,66,1452,831,964,164,43.4,0.57,0.66,0.11,66.7,0.86,7,9,3
Ax1Le,Imperial,Brazil,198,5148,4252,2552,698,54.2,0.83,0.5,0.14,91.5,1.23,29,17,6
Zisk4k,ENCE,Norway,384,9600,5453,7171,1133,45.3,0.57,0.75,0.12,64.9,0.81,29,27,13
glong7,Vitality,Denmark,382,10314,6706,6757,1038,41.2,0.65,0.66,0.1,62.7,0.84,59,45,20
kazeo,Complexity,China,397,9925,5915,6761,1432,55.1,0.6,0.68,0.14,79.2,0.96,27,35,26
Stoltz,Navi,China,105,2520,1493,1646,527,37.6,0.59,0.65,0.21,76.9,1.05,8,8,4
Nven5s,G2,Brazil,274,6028,5958,3057,929,58.1,0.99,0.51,0.15,101.2,1.28,24,20,30
blerger,Complexity,Netherlands,80,2160,1372,1359,340,45.4,0.64,0.63,0.16,70.4,1.03,7,7,3
Dentzy,Heroic,Denmark,215,5160,3746,3493,944,45.1,0.73,0.68,0.18,65.7,0.92,22,19,13
craze9,NIP,United States,102,2754,2350,1411,315,50.3,0.85,0.51,0.11,82.3,1.34,16,6,11
clrixo,TYLOO,Czech Republic,440,11000,7342,7004,2020,50.3,0.67,0.64,0.18,71.7,0.9,37,28,36
Crella,Apeks,United States,342,8550,4424,6389,1113,37.9,0.52,0.75,0.13,62.8,0.98,36,64,18
Blostzy,Astralis,Turkey,351,8775,7323,5286,1068,62.4,0.83,0.6,0.12,96.6,1.32,44,24,29
flaceus,Navi,Brazil,382,9550,5649,5591,1510,45.7,0.59,0.59,0.16,71.2,0.9,30,55,11
Frace4k,TYLOO,Ukraine,321,7704,6764,4505,815,60.4,0.88,0.58,0.11,92.8,1.4,47,34,31
stush0,Spirit,Finland,134,3350,2663,1908,304,54.5,0.8,0.57,0.09,88.6,1.35,26,8,12
Trulf,Spirit,Poland,323,8721,6069,5816,1722,45.2,0.7,0.67,0.2,72.0,0.9,22,26,30
Snergzy,OG,Bosnia,142,3834,2496,2633,429,45.3,0.65,0.69,0.11,65.3,0.86,19,22,6
drant3r,NIP,Australia,166,3984,2373,2790,532,55.8,0.6,0.7,0.13,63.8,0.99,16,18,4
Flyre4k,Fnatic,Latvia,197,4925,3305,3087,758,48.5,0.67,0.63,0.15,74.7,0.95,19,22,8
Stumey,MOUZ,Bosnia,384,8832,5696,5680,1487,43.9,0.65,0.64,0.17,67.5,0.93,36,40,28
Frongzy,OG,Canada,411,9864,5411,6692,1520,40.8,0.55,0.68,0.15,72.5,0.97,29,33,21
Kell5s,Complexity,Argentina,195,5070,2936,3371,666,43.4,0.58,0.67,0.13,62.8,0.88,28,26,6
Drlexix,Eternal Fire,Kazakhstan,328,8528,7400,5470,893,61.8,0.87,0.64,0.1,87.7,1.16,58,23,29
glodo5s,Lynn Vision,Turkey,421,10525,5932,7459,1956,46.6,0.56,0.71,0.19,77.7,1.01,24,38,32
swong5s,Cloud9,France,271,5420,2887,3449,505,33.2,0.53,0.64,0.09,62.7,0.87,44,31,13
flrix4k,FaZe,Poland,119,2975,1684,1927,241,32.8,0.57,0.65,0.08,78.0,0.97,17,7,3
Jame,ENCE,Latvia,224,5152,3289,3604,1206,49.4,0.64,0.7,0.23,74.1,1.03,16,19,14
zellie,OG,Canada,261,6525,4218,4072,1246,47.6,0.65,0.62,0.19,71.0,1.09,21,28,19
KSCERATO,TheMongolz,Mongolia,349,9074,5223,6283,696,40.0,0.58,0.69,0.08,68.0,0.83,26,55,7
kant,Complexity,Germany,102,2448,1220,1591,267,43.9,0.5,0.65,0.11,68.8,0.85,10,14,5
Clongi,ENCE,Estonia,177,3717,1935,2679,428,37.1,0.52,0.72,0.12,73.2,0.91,9,20,9
dreltus,NIP,Sweden,305,6100,3389,4364,642,40.5,0.56,0.72,0.11,57.4,0.8,33,50,7
shant7,Cloud9,Australia,290,7540,4042,5638,1035,41.4,0.54,0.75,0.14,64.3,0.85,28,40,11
swyreer,Vitality,Czech Republic,86,1892,1222,1466,207,42.9,0.65,0.77,0.11,56.4,0.73,15,9,0
Crazeoo,Complexity,Latvia,110,2640,1315,1849,297,42.7,0.5,0.7,0.11,57.9,0.76,11,15,2
shionx,MOUZ,Poland,114,2736,1986,1849,279,51.1,0.73,0.68,0.1,75.4,1.2,18,11,12
flarna,GamerLegion,Russia,244,6344,4364,4254,1317,49.7,0.69,0.67,0.21,76.9,1.0,19,31,21
Keltix,Imperial,Bosnia,401,11629,7596,6961,1505,54.5,0.65,0.6,0.13,62.0,1.01,24,41,34
Swinka,G2,Australia,145,3770,2178,2552,604,46.8,0.58,0.68,0.16,65.2,0.93,13,16,10
Drix0,TYLOO,Netherlands,254,6350,4427,4700,634,44.1,0.7,0.74,0.1,61.2,0.75,37,16,15
Drantix,ENCE,Canada,79,1738,1036,1287,195,38.4,0.6,0.74,0.11,68.6,0.92,7,11,1
skeller,Navi,Brazil,164,4264,3241,2470,643,54.0,0.76,0.58,0.15,99.2,1.36,23,12,24
Twistzz,Liquid,Norway,147,3969,2501,2829,536,34.8,0.63,0.71,0.14,75.7,0.91,25,21,0
fryre0,Virtus.pro,Netherlands,262,6288,3911,4161,993,37.5,0.62,0.66,0.16,82.8,0.9,30,17,14
Zosto,Virtus.pro,Czech Republic,138,3588,3035,2101,309,61.0,0.85,0.59,0.09,95.7,1.35,20,13,15
cadiaN,OG,China,248,6448,3784,4511,759,28.6,0.59,0.7,0.12,65.5,0.82,36,43,8
Stazea,Heroic,Latvia,198,5148,3007,3500,664,40.8,0.58,0.68,0.13,61.5,0.8,27,32,1
Grelt1,Apeks,Sweden,101,2424,1449,1657,407,51.0,0.6,0.68,0.17,73.5,1.02,9,8,3
zlexix,Complexity,Brazil,69,1863,1150,1278,174,30.1,0.62,0.69,0.09,66.1,0.8,8,10,2
Stadey,TYLOO,Australia,299,7176,5349,4045,579,48.7,0.75,0.56,0.08,80.7,1.4,50,14,35
Swinky,MIBR,Finland,178,4094,2578,2738,321,42.9,0.63,0.67,0.08,75.3,0.89,23,36,12
Flink1,Lynn Vision,Argentina,277,7202,4663,4382,951,45.5,0.65,0.61,0.13,76.6,0.97,15,36,19
iM,paiN,Canada,217,4991,3150,3472,1026,44.3,0.63,0.7,0.21,69.4,1.0,21,18,11
xops5s,Imperial,Argentina,282,7614,5215,3739,610,59.7,0.69,0.49,0.08,83.6,1.27,49,18,36
crosta,G2,Norway,283,7924,6897,4648,895,54.3,0.87,0.59,0.11,89.8,1.3,32,16,15
Snodo1,G2,Brazil,106,2650,1905,1658,383,51.4,0.72,0.63,0.14,70.2,1.0,5,7,7
Xent4k,Virtus.pro,Kazakhstan,65,1560,940,1069,160,37.9,0.6,0.69,0.1,63.5,1.02,5,5,3
snvena,BIG,Brazil,158,3634,2571,2483,367,39.6,0.71,0.68,0.1,62.0,0.95,8,11,8
